img,caption
34975.png,a man in a suit with a picture of himself on it
97345.png,a man in a suit and tie
93764.png,a man sitting in front of a wall with a cartoon character on it
90136.png,a man sitting in the back of a pickup truck
09215.png,a man and a woman sitting on a couch
01472.png,a woman in a red shirt is holding a cell phone
54632.png,a man in a suit talking on a cell phone
79346.png,a woman in a suit talking on a cell phone
05162.png,a man with a beard and glasses
76138.png,a pile of unripe bananas sitting on top of a table
09513.png,a woman posing for a picture with a stuffed animal
60128.png,a police officer is sitting on a police car
96873.png,a man with a beard and a mustache
23760.png,a black and white photo of a man in a suit
46123.png,a man in a suit talking on a cell phone
01943.png,a man in a suit talking on a cell phone
69423.png,a number of baseball players on a field
26950.png,a fire hydrant with smoke coming out of it
71689.png,a shirtless man holding a baseball bat
68145.png,a man holding up a newspaper with a picture of a bear on it
92478.png,a man and a woman posing for a picture
25170.png,a woman standing in front of a car talking on a cell phone
89043.png,a woman in a blue dress holding a sign
83764.png,a man holding a camera in his right hand
56213.png,a black and white dog sitting on top of a newspaper
32794.png,a man in a hat and a woman in a hat
62097.png,men standing next to each other
06945.png,a black and white photo of a fire hydrant with smoke coming out of it
19427.png,a green plant with a red flower inside of it
09128.png,a painting of a cartoon character on a magazine
03981.png,a man is talking on a cell phone
15798.png,a woman in a hospital bed with a blue blanket
67420.png,a vintage photo of a group of men in uniform
92501.png,a man riding on the back of a motorcycle
72541.png,a man with glasses is wearing glasses and talking on a cell phone
27519.png,a yellow and blue kite sitting on top of a sandy beach
19065.png,a man standing in front of a microphone while holding a microphone
67953.png,a crowd of people standing next to each other
97153.png,a woman in a black and white photo
02157.png,a black and white photo of a sheep
75241.png,a woman talking on a cell phone in front of a car
25093.png,a black and white photo of a cat with writing on it
39607.png,a black and white photo of a baseball player
28756.png,a man sitting on the ground with a skateboard
17528.png,a man in a suit talking on a microphone
63192.png,a close up picture of a zebra
30174.png,a man in a suit and tie posing for a picture
05781.png,a man in a suit and tie holding a microphone
97305.png,a man in a white shirt is holding a stuffed animal
16520.png,a crowd of people standing around a man holding a sign
40651.png,a baby sheep standing on top of a wooden post
21038.png,a man petting a cow in front of a crowd of people
10479.png,a train station with a train on the tracks
03789.png,a black and white photo of a man in a suit
84316.png,a man that is standing next to a man on a cell phone
43089.png,a close up picture of a woman in a black and white photo
41650.png,a piece of cake sitting on top of a wooden table
71459.png,a man standing next to a boy holding a baseball bat
90186.png,a bicycle with a basket on top of it
87412.png,a woman and a man posing for a picture
39527.png,a woman holding a baby in her arms
16280.png,a man with a beard and glasses is talking on a cell phone
29406.png,a black and white photo of a white goat
90165.png,a crowd of people standing next to each other
29083.png,a woman standing in front of a wall holding a sign
05471.png,men standing next to each other
68127.png,a picture of a man in a suit and tie
37420.png,a series of photos of a street scene with a fire hydrant
28459.png,a car with a picture of a man on top of it
09265.png,a black and white photo of a group of people
03841.png,a little boy that is standing in the grass
43612.png,a man standing in front of a neon sign
58703.png,a man riding a skateboard on top of a street
87390.png,a black and white photo of a man in a suit
67309.png,a woman sitting in front of a picture of an american flag
02478.png,a man in a suit talking to another man in a suit
19430.png,a pile of stuffed animals sitting on top of each other
95640.png,a large white goat standing on top of a rock
92835.png,a man sitting on a couch holding a book
68254.png,a woman laying on top of a couch next to a man
02381.png,a man in a suit is reading a book
93481.png,a man wearing a mask and holding a camera
46239.png,a man wearing a hat and holding a sign
84291.png,a man is posing for a picture on the beach
23794.png,a woman talking on a cell phone in front of a group of people
52819.png,a man in a hat is reading a newspaper
39201.png,a man in a suit and tie standing in front of a body of water
56948.png,a close up of a close up of a close up of a close up of a close up of a close up of a close up of a close up
35271.png,a man is talking on a cell phone
46928.png,a crowd of people standing around a table holding tennis racquets
10852.png,a man and a woman sitting at a table with a book
97481.png,a cat sitting on top of a newspaper
64029.png,a black and white photo of a black and white cat
83205.png,a man feeding a baby at a table
73125.png,a man standing next to a group of snow skiers
57286.png,a woman holding a picture of herself in front of her face
61285.png,a black and white photo of a man holding a stuffed animal
63041.png,a man standing next to a wall with a picture of a woman on it
69078.png,a black and white photo of a dog and a black and white photo of a dog and a black and white photo of a dog and a black and white
48051.png,a woman is reading a book in front of a man
92610.png,a woman wearing a hat talking on a cell phone
97041.png,a woman in a pink dress talking on a cell phone
51269.png,a man that is holding a cell phone up to his face
94873.png,a black and white photo of a cow
78904.png,a man standing in front of a black and white photo
51730.png,a man kneeling down next to a cow
79463.png,a drawing of a cartoon character on a computer screen
92617.png,a painting of a woman holding a stuffed animal
72580.png,a green apple sitting on top of a white surface
21548.png,a crowd of people standing next to each other
14650.png,a man and a woman looking at a cell phone
96153.png,a black and white photo of a person holding a yellow frisbee
46510.png,a black and white photo of a man with a sign
60794.png,a man with a beard is standing in front of a white wall
24389.png,two women sitting on a bench in a room
69708.png,a male in a white shirt and a black and white sign
